"game_code","period","frame","event","player_id","dplayer_id"
"2016-02-02-BOS-NYK",2,10173,"2PX","201577","203109"
"2016-02-02-BOS-NYK",2,10200,"ORB","201577",NA
"2016-02-02-BOS-NYK",2,10208,"2PM","201577","203109"
"2016-02-02-BOS-NYK",2,10617,"2PX","203096","201577"
"2016-02-02-BOS-NYK",2,10659,"DRB","201167",NA
"2016-02-02-BOS-NYK",2,10771,"TO","2546",NA
"2016-02-02-BOS-NYK",2,11164,"TO","203096",NA
"2016-02-02-BOS-NYK",2,11793,"2PM","204001","203482"
"2016-02-02-BOS-NYK",2,12028,"2PM","202738","201577"
"2016-02-02-BOS-NYK",2,12281,"SF","201167","203935"
"2016-02-02-BOS-NYK",2,12300,"FOUL","201167","203935"
"2016-02-02-BOS-NYK",2,12610,"2PX","201167","202738"
"2016-02-02-BOS-NYK",2,12659,"DRB","203109",NA
"2016-02-02-BOS-NYK",2,12963,"TO","203096",NA
"2016-02-02-BOS-NYK",2,13580,"SF","201577","203096"
"2016-02-02-BOS-NYK",2,13600,"FOUL","201577","203096"
"2016-02-02-BOS-NYK",2,14132,"3PX","202340","201167"
"2016-02-02-BOS-NYK",2,14186,"SUB",NA,NA
"2016-02-02-BOS-NYK",2,14357,"SF","201167","202340"
"2016-02-02-BOS-NYK",2,14366,"FOUL","201167","202340"
"2016-02-02-BOS-NYK",2,14714,"3PX","2546","202738"
"2016-02-02-BOS-NYK",2,14768,"DRB","101161",NA
"2016-02-02-BOS-NYK",2,15033,"2PM","203109","201577"
"2016-02-02-BOS-NYK",2,15402,"2PX","201167","202340"
"2016-02-02-BOS-NYK",2,15435,NA,"203109",NA
"2016-02-02-BOS-NYK",2,15454,"FOUL","203109","204001"
"2016-02-02-BOS-NYK",2,16005,"SF","202738","204038"
"2016-02-02-BOS-NYK",2,16018,"FOUL","202738","204038"
"2016-02-02-BOS-NYK",2,16811,"2PM","2546","203109"
"2016-02-02-BOS-NYK",2,17274,"3PX","202340","201167"
"2016-02-02-BOS-NYK",2,17324,"DRB","2546",NA
"2016-02-02-BOS-NYK",2,17791,"2PX","2546","203109"
"2016-02-02-BOS-NYK",2,17834,"DRB","202738",NA
"2016-02-02-BOS-NYK",2,17958,"2PM","203109","204038"
"2016-02-02-BOS-NYK",2,18389,"SF","2546","203109"
"2016-02-02-BOS-NYK",2,18401,"FOUL","2546","203109"
"2016-02-02-BOS-NYK",2,18969,"2PX","101161","201577"
"2016-02-02-BOS-NYK",2,18970,"BLK","101161","201577"
"2016-02-02-BOS-NYK",2,19008,"DRB","2546",NA
"2016-02-02-BOS-NYK",2,19077,"TO","2546","202738"
"2016-02-02-BOS-NYK",2,19186,"2PM","202340","202498"
"2016-02-02-BOS-NYK",2,19593,"2PM","2756","202738"
"2016-02-02-BOS-NYK",2,19975,"2PX","202340","201577"
"2016-02-02-BOS-NYK",2,19976,"BLK","202340","201577"
"2016-02-02-BOS-NYK",2,19999,"ORB","202340",NA
"2016-02-02-BOS-NYK",2,20175,"2PX","202738","2756"
"2016-02-02-BOS-NYK",2,20218,"DRB","202498",NA
"2016-02-02-BOS-NYK",2,20602,"SF","2546","203109"
"2016-02-02-BOS-NYK",2,20616,"FOUL","2546","203109"
"2016-02-02-BOS-NYK",2,20790,"EPD",NA,NA
"2016-02-02-BOS-NYK",2,21242,"3PX","202738","2756"
"2016-02-02-BOS-NYK",2,21283,"ORB","203092",NA
"2016-02-02-BOS-NYK",2,21373,"2PM","202340","201167"
"2016-02-02-BOS-NYK",3,0,"SPD",NA,NA
"2016-02-02-BOS-NYK",3,435,"2PM","101161","201577"
"2016-02-02-BOS-NYK",3,921,"2PM","2546","203096"
"2016-02-02-BOS-NYK",3,1523,"2PX","203109","204001"
"2016-02-02-BOS-NYK",3,1571,"DRB","201577",NA
"2016-02-02-BOS-NYK",3,1822,"3PX","204001","101161"
"2016-02-02-BOS-NYK",3,1871,"DRB","203109",NA
"2016-02-02-BOS-NYK",3,2036,"2PX","202738","204038"
"2016-02-02-BOS-NYK",3,2078,"DRB","204038",NA
"2016-02-02-BOS-NYK",3,2230,"2PX","204038","202738"
